squareMeters,numberOfRooms,floors,numPrevOwners,basement,attic,garage,price
45827,61,60,7,2199,5768,240,4590725.6
70488,61,35,7,7391,5950,345,7054483
79822,67,30,5,5413,615,706,7987847.3
27171,63,93,7,1981,546,681,2724534.7
58330,58,2,7,473,781,186,5837640.2
87826,10,45,8,5553,9640,711,8790247.7
49389,13,10,1,8664,1479,646,4940959.3
56931,60,91,7,3285,9889,905,5704458.4
66503,73,13,2,6051,5240,137,6655758
88112,77,68,3,9760,6910,882,8813820.1
43587,83,26,9,8824,818,591,4360172.5
86152,44,48,3,8176,5399,500,8619787.2
81573,98,57,1,808,9366,749,8163076.2
72599,43,23,3,4841,6701,315,7262443.7
43876,42,43,7,1242,9300,496,4388329.3
10040,100,98,3,6306,9604,396,1010790.4
40177,38,12,6,5711,9268,172,4019219.1
21703,86,90,4,843,8090,802,2183649.9
57236,87,96,4,7873,4091,146,5730262
17863,1,33,8,7268,797,774,1795013.9
85272,89,34,9,7286,9107,359,8531221.5
91931,38,42,8,3013,28,139,9197803.6
29411,26,53,9,1681,8610,181,2948395.7
37163,4,22,5,9497,799,136,3718311.4
26440,41,58,7,5613,1327,132,2651410.6
9868,89,53,1,4813,7765,549,992632.3
55250,31,3,3,9389,8427,568,5534691.5
1121,9,80,1,2530,93,389,126775
26528,31,49,5,190,1931,788,2660108.2
18362,100,33,4,5521,1537,241,1842236.9
40581,99,82,7,5782,1627,428,4068225.8
89084,34,9,5,4675,5204,570,8911966
90643,77,55,7,4659,149,780,9074993.2
70868,70,39,8,821,8503,348,7096273.5
17252,90,23,9,3183,1757,357,1726850
45647,17,100,4,3554,9429,713,4580938.9
64654,34,33,5,4245,6313,563,6471114.2
87668,58,56,7,9625,7161,590,8769343.7
97688,60,25,9,8847,4009,158,9775672
5468,75,78,7,375,6527,976,553320.2
63509,72,53,1,6679,3062,591,6356517.6
98262,60,14,9,1889,9650,660,9827936.1
67735,36,24,5,3289,3015,113,6777979
19728,97,85,8,4778,5706,289,1977828.8
39191,71,21,9,142,121,633,3921295.1
34585,34,99,2,9137,9141,675,3471454.8
56666,13,63,9,6911,7146,543,5671002
4920,96,67,9,681,8825,598,498937.3
23043,69,55,10,9610,4996,971,2309235.7
86042,64,7,3,438,1066,466,8610684
84978,63,65,10,9649,8176,212,8508647
66940,95,16,7,691,803,118,6700142.6
69592,68,10,8,6283,7414,811,6964235
46558,52,28,5,3828,8690,102,4663394.9
30925,18,83,4,747,8698,218,3104280.6
39975,97,72,8,2361,3900,452,4005185.6
8808,9,15,9,7170,1020,397,887645.4
7131,88,20,10,231,7750,120,719772.5
49063,35,81,5,9416,7968,972,4909260.1
79093,89,63,9,2848,6813,533,7915505.4
95157,76,86,2,8416,2820,798,9527400.2
43412,3,68,5,911,3354,936,4352882
23127,72,98,4,7989,4396,237,2327821.5
63397,52,17,8,9719,1441,360,6344621.3
6078,67,22,6,2248,6723,161,614702.4
70367,63,19,1,8131,2786,635,7043100.5
31471,3,34,3,6093,5977,687,3149214
84503,53,10,6,1017,9932,332,8455991.4
25661,18,10,6,1752,1062,240,2567320.4
65823,2,40,3,5338,3077,655,6587187.9
40351,20,21,7,2129,765,732,4037323.6
65816,36,56,6,510,1702,523,6590874.9
9897,83,55,7,4632,3724,373,997040.7
74556,36,30,5,8074,2048,729,7461430.1
77324,66,96,1,2278,126,726,7746689
19054,27,64,10,9531,8510,968,1915949.7
19467,61,69,10,7723,6060,425,1953949.5
23917,57,92,2,7268,1683,272,2396597.2
27581,56,54,2,131,2535,271,2763880.8
7021,94,18,9,8494,6333,431,707889.8
86898,10,54,5,2837,1571,633,8700597.7
35752,37,88,9,4770,7965,593,3584645.4
80254,5,84,1,4601,2359,312,8032718.4
43729,50,78,4,6886,3231,213,4386441
14296,27,21,2,1023,85,690,1438655.1
60263,14,29,5,4041,3152,955,6027298.2
56348,39,64,6,7815,8344,100,5645570.3
20462,4,27,3,7946,6870,725,2051424.9
35966,4,35,8,9879,1244,276,3600448.9
23790,55,70,9,113,3842,725,2387891.7
62563,35,66,6,6669,3384,351,6268203.4
74693,98,57,3,5655,5743,386,7476380.7
69815,68,96,3,4764,3233,382,6994868.1
31372,70,71,6,9133,223,952,3141888
47377,91,12,4,6751,7894,158,4742430.5
21748,5,29,6,6703,5408,812,2180962.1
74938,28,31,10,23,7515,670,7496677
84747,97,86,7,7441,7366,404,8483566.4
52843,75,50,7,5877,1381,358,5291087.4
94638,50,32,10,8047,7968,870,9465407.4
57035,7,24,2,21,9711,657,5710846.8
10031,44,2,10,3770,6933,576,1007605.4
87362,50,25,3,3967,1233,268,8743936.5
50571,39,24,10,4018,3591,631,5063431.8
69918,32,11,5,2569,9077,758,6995676.5
42217,74,83,7,752,2812,710,4228208.9
76907,10,87,10,8945,1203,142,7694726.7
15500,92,98,7,9577,8084,255,1554517
53304,47,79,3,3069,4872,541,5337897.2
1973,1,21,9,2316,2875,932,201809
91112,51,9,2,7857,2079,948,9121414.1
76204,60,8,5,3727,901,540,7628150
97471,74,90,7,7429,7552,629,9756243.3
88887,9,28,7,9176,7863,956,8897254.5
38490,14,8,3,9018,3808,825,3853460.7
72450,63,71,10,4116,481,787,7250244.8
88367,5,7,1,8489,8246,430,8837449.8
30782,99,48,5,9701,2104,783,3082971
5033,58,28,6,749,123,279,508665.1
26519,33,42,1,4604,4404,651,2656599.4
65934,29,51,7,7680,5657,721,6597942.7
98106,98,3,6,8617,2299,616,9811465.2
6577,9,68,7,9468,4696,604,662852.6
18250,16,82,10,7751,6127,565,1829113.1
40783,48,80,8,9162,9271,838,4086725.2
33156,15,43,3,2108,4092,696,3323470.4
47523,89,89,3,526,9988,142,4760526.6
79604,30,4,3,9575,2906,909,7965563.6
95762,64,63,10,5198,6277,882,9583086.4
31317,91,25,2,2463,3454,543,3142581.5
788,53,53,4,8046,3187,973,82042.4
41188,30,62,9,33,7475,361,4122637.2
62282,35,44,1,80,5415,139,6229623
45979,46,2,5,7620,4487,571,4600373.4
35828,77,3,6,795,4716,811,3583375.8
84540,21,64,3,5869,6101,145,8455482.7
70288,78,28,9,1864,4125,706,7034567.1
44681,63,80,7,9413,3951,537,4480399.5
8856,96,38,7,4044,4557,770,895829.6
45730,11,99,9,1919,9706,116,4583276.8
59478,22,68,8,3355,2456,253,5950543.2
31692,7,36,4,1694,20,489,3172857.7
58737,66,62,3,8827,7728,224,5882539.4
32100,79,39,5,1482,9856,932,3213786.7
67663,1,49,10,7856,4653,725,6775397.4
59810,64,56,10,5202,8160,445,5991500.6
86186,85,36,8,2790,2939,539,8620785
38030,53,4,2,7981,841,564,3803961
48331,2,42,8,2820,3403,112,4839984.9
27856,34,98,1,7117,6509,194,2795386.6
70976,84,44,7,9962,8030,544,7101406.8
90180,91,63,5,9500,2033,800,9023962.4
54646,10,98,4,4716,7795,383,5479242.7
42024,72,9,10,4645,9349,430,4205806.3
8969,72,92,3,781,7703,627,908919.3
38926,58,7,2,5001,1326,729,3902208.7
80419,55,31,5,1333,1081,465,8043741.8
5585,61,76,10,6421,3418,926,564773.9
91651,97,95,8,9071,9895,175,9172889.6
5443,17,39,7,7932,4945,716,549119
15355,1,30,4,6587,200,551,1544783.2
6963,11,65,1,2829,230,589,703519.5
77261,32,18,6,5565,2696,640,7727179.7
26694,68,72,2,7808,1266,852,2672253.4
79744,36,50,8,1480,4074,108,7979395.2
32084,20,71,8,2309,4071,851,3214809.5
93703,46,56,1,9314,6659,546,9377879.8
78984,62,89,9,1199,9487,165,7910102.4
369,25,92,10,9608,4027,419,39316.3
10697,16,95,8,1114,4627,256,1074445.9
13349,65,18,3,6039,7110,602,1339458.4
25791,74,10,10,716,4892,302,2582155.5
96687,11,61,6,9115,9092,806,9676763.6
41083,69,62,6,4279,1984,683,4114499.7
63078,38,35,1,5369,2732,769,6316522.5
33935,12,86,4,7274,2699,626,3400557.5
30104,88,88,7,3551,4051,577,3016757.6
44414,70,94,1,8675,4871,933,4449908.3
95116,9,28,8,4404,1523,436,9518424
16996,89,52,2,7922,3316,956,1708754.5
15290,77,97,3,4588,9960,218,1533827.9
57562,87,7,5,6694,7664,388,5756919.8
22786,23,81,5,1188,7958,107,2281031.1
84540,46,66,8,817,6063,635,8459024
41168,99,11,6,5717,1821,888,4123023.2
33622,77,73,5,8902,8490,340,3371927.4
66878,22,41,5,1400,8825,763,6692131.6
9815,96,24,2,6449,5162,201,989932
81392,34,10,8,3061,6494,772,8143562.9
95375,30,37,1,927,2844,534,9545994.8
29917,70,39,9,1566,278,480,2998840.1
16336,76,11,8,9709,1219,415,1636600.8
90836,97,40,2,2770,8991,149,9086961.1
60244,35,47,10,1418,923,344,6034513.5
43030,81,85,10,1104,3332,978,4310671
5504,11,76,4,9447,4528,841,559951
37620,55,51,8,8318,6950,160,3764885.4
6313,18,74,6,4979,3989,647,640633.4
52251,53,10,10,5751,7522,969,5231126.5
75749,81,30,3,5132,1182,523,7579803
31113,93,93,2,891,7228,414,3122972
18972,70,3,3,8253,1477,618,1902042
28769,22,80,10,6686,5731,546,2881959.1
44539,24,23,4,3795,7571,595,4454837.7
17643,18,1,8,755,4070,966,1765047.4
52079,71,97,10,6737,2303,196,5217238.5
76906,77,6,1,8938,7135,668,7692420.9
88655,88,94,9,1193,7734,169,8875673.7
87554,16,77,7,8714,8017,636,8769996
7889,38,58,7,1939,119,743,793852
33185,28,60,8,6398,2111,437,3325883.8
81860,68,65,5,5409,8288,870,8190448
16335,35,76,6,6086,787,385,1635816.5
23164,79,76,10,1132,4213,519,2322369.2
50839,93,91,3,4208,6421,726,5091375.9
17432,49,15,6,2250,7062,547,1751212.3
94930,27,98,6,9694,8469,669,9499136.1
47601,29,69,5,8925,1965,452,4765720.1
57143,81,11,9,7491,8572,866,5716057.1
90614,77,16,6,2528,7255,468,9065677.6
43245,83,35,8,9660,3499,210,4325940.3
96666,95,9,4,8123,5326,590,9672165.8
49608,59,10,7,2647,7510,580,4965463.2
15385,69,93,2,1661,5852,498,1548993.3
14973,91,22,2,7397,1255,301,1501528.8
82285,19,22,5,782,2211,372,8229649.4
89520,47,6,3,4587,7443,861,8952698.7
31454,12,57,1,9770,3474,327,3148909.2
63341,81,85,6,928,5891,725,6338314.1
91166,100,8,6,5368,4657,757,9123483.5
86153,7,54,9,8091,862,934,8627514
24519,54,3,4,6797,1146,658,2456369.1
17458,69,51,5,8435,3476,789,1751679.8
48568,18,11,3,297,5174,973,4860230.1
14881,68,88,9,9590,3549,209,1498063.7
61123,25,72,4,1051,30,724,6123098.5
3854,7,25,7,6606,1877,378,393085.9
86908,90,56,7,314,5030,397,8695385.4
55366,51,98,3,8940,8275,884,5540333.1
17051,46,43,2,6481,7029,346,1710016.3
14436,15,6,2,676,1784,710,1444902.2
34220,50,33,3,5942,6266,976,3430761.6
95215,72,8,9,304,5007,360,9522466.9
82140,63,10,9,8091,1333,678,8215500.3
5706,57,38,7,73,3204,276,574164.5
35778,92,35,8,4151,4653,669,3580006.2
73323,43,5,10,3687,3622,929,7334601
97544,65,72,2,3458,4609,195,9760573.4
74037,75,84,10,533,7143,688,7410767.7
27244,95,91,7,4237,723,293,2731619.6
7812,68,93,6,3559,2197,722,786725.2
95800,83,28,9,6051,1280,323,9591195
4442,11,46,8,9845,3640,851,450428.6
71399,40,74,10,5484,6386,652,7141237.6
8223,73,18,4,4835,2461,511,828761.9
49694,47,17,8,8872,9458,976,4973672.1
71661,54,64,6,793,3709,516,7173346.4
98826,87,77,2,12,9849,948,9894829.7
92000,54,6,8,4693,57,874,9203514.1
82274,36,69,1,7565,1456,170,8237371.3
28957,71,2,9,3222,9454,799,2903240.2
45273,66,3,6,328,7011,483,4531464.7
27649,86,67,10,4153,8097,774,2770975.7
78681,23,87,9,5930,8775,616,7884526.5
30383,24,87,8,1312,7774,789,3049140
16205,33,53,5,5988,9397,183,1626165
35821,12,71,10,9220,3302,980,3589966.3
96601,97,37,1,478,7373,243,9665463.5
34075,70,28,2,7842,6296,545,3415018.5
64246,31,90,4,4368,843,415,6435521.5
8732,69,40,7,1102,8896,535,876520.1
15807,34,33,2,4263,9085,951,1587804
41409,100,9,1,8936,3524,687,4149403.3
84748,29,96,9,1978,9476,179,8480498.3
95514,64,83,8,3388,6643,167,9557636.6
19596,10,28,10,6454,6583,677,1965484.7
26886,88,10,6,8380,660,850,2692355.1
5017,48,49,5,9420,7264,343,506461.3
817,80,26,7,7737,4258,703,87408.3
56381,5,91,1,9204,1511,795,5646091.9
45464,3,3,5,9971,7192,338,4549774.1
63992,5,39,9,5356,8172,764,6405553.5
81411,23,74,1,4634,1546,417,8149663.8
67053,15,33,2,7848,1630,947,6707304.9
13560,1,17,3,7736,3841,296,1361612.1
59993,13,67,4,7159,4934,324,6009243.5
95568,61,56,8,8392,3187,388,9562024.2
50873,95,38,10,4083,9834,379,5089609.8
56885,89,80,4,7919,3273,651,5699848.1
72193,49,82,7,5541,1443,326,7224575.2
39210,100,70,9,5798,7831,287,3923171.1
82468,24,1,2,3756,9908,292,8250786.9
64882,88,86,7,3453,5513,452,6493005
98864,37,55,7,3854,3583,721,9892826.6
71061,89,75,4,629,2769,587,7118344.8
46585,73,91,6,4670,2935,835,4662821
41976,78,86,7,9332,6598,475,4205798
52165,3,3,2,4903,7398,624,5221495.8
89999,49,3,4,1314,5091,186,9004222
65611,61,23,9,5046,6181,963,6563935.9
16067,4,26,7,8041,6466,943,1610057.7
57970,2,53,6,2019,7550,512,5811905.3
50373,38,53,3,1500,8923,352,5043556.3
12079,66,70,8,3094,4275,512,1213149
36670,12,54,9,7937,1759,346,3676149.3
2122,89,67,9,3154,9873,698,219749
88458,5,36,8,7119,1754,299,8853221.2
70603,35,42,1,2976,8011,324,7065124.2
70091,62,86,6,1786,8181,733,7019102.9
3886,86,35,5,4865,2447,808,398355.1
64932,38,42,9,4507,9312,889,6496287.6
4434,79,29,2,9010,7484,958,453660.9
79441,54,84,4,1381,5879,405,7949525.1
53077,84,92,2,5494,208,110,5317242.2
91526,63,3,2,9724,5828,874,9154926.8
91334,54,97,4,1841,5309,768,9142863.7
38674,79,97,3,2129,6397,990,3881695.5
83033,36,75,9,5037,9511,164,8313113.6
76692,42,28,10,6830,8589,208,7673297.7
9468,3,18,3,4330,4183,317,952050.6
1347,45,39,7,3579,9146,714,142485.8
74970,60,82,5,1897,545,869,7509123
87957,56,46,9,1335,6810,128,8800891.4
31560,74,17,10,8088,3684,499,3159643.4
23804,58,39,1,3709,618,295,2386532.8
21765,79,35,10,5287,6084,442,2184139
11192,18,100,10,7138,2283,824,1129884.5
91569,74,40,10,6609,2097,514,9166813.6
23554,69,31,3,1667,5086,354,2365037
95444,10,10,5,711,4650,513,9547388.2
35447,94,57,5,52,1540,437,3550859.7
87502,32,89,9,2759,8599,973,8761066.9
56188,31,56,1,29,9195,316,5627165.8
58234,22,9,9,7746,7144,445,5826681.5
11130,77,98,2,353,3205,939,1123958.1
84920,20,67,7,9599,8143,164,8498090.8
52593,7,24,6,4272,901,643,5266675.7
71830,84,94,5,9393,5627,771,7198524
60443,27,29,5,6197,2105,663,6050123
87140,89,35,4,9405,3167,759,8719038.1
20466,54,17,8,2320,6673,540,2050714.2
98983,28,94,4,1094,1148,458,9907159.5
97600,92,60,7,7030,7874,903,9766250.4
84478,54,85,7,3963,2556,916,8455893.2
94293,2,63,5,7991,9703,190,9434658.4
79363,63,21,9,3943,1806,665,7939687
82102,34,13,9,6721,2664,413,8212467.6
68916,19,13,3,6851,8618,487,6893475.3
79078,60,90,3,2568,9132,746,7911742.8
78304,100,82,4,9182,3657,766,7838249
16318,7,66,3,9700,5666,201,1641389.8
32263,76,92,1,8164,3706,348,3235937.8
95800,34,20,8,2299,3031,141,9585132.1
26659,18,88,8,2832,9254,378,2677314
74995,94,57,5,6677,2068,185,7505553.1
18399,88,1,3,5416,6803,222,1841652
14099,88,4,4,5603,4091,417,1417841.9
59805,45,74,10,173,3239,541,5986841.1
83388,97,72,4,1288,9902,533,8339971.6
34049,10,79,5,9959,5921,882,3413350.2
80863,57,31,3,7372,7703,575,8089383.3
48854,79,83,9,4607,7445,859,4890551.2
93002,53,52,2,7998,9106,962,9302663.2
68895,50,2,3,8116,5357,626,6891689.5
50058,72,96,2,8185,2407,956,5009004.5
93342,7,41,1,7803,5565,161,9340733
87586,41,4,3,7412,7791,988,8759529.7
59564,62,17,3,705,6703,515,5962905
94512,89,39,1,3981,4739,694,9457140.2
35145,44,8,2,6162,4839,506,3515730.8
36050,56,90,8,2791,7707,217,3611909.1
69630,70,76,1,8174,5754,137,6973784.9
7019,33,99,4,2653,8935,934,705568.8
3633,11,32,1,5900,3735,375,375162.2
17193,18,72,4,4118,1381,774,1724888.8
72730,58,38,10,9441,9775,854,7276501.3
50152,39,70,7,7389,968,413,5018454.5
88898,53,52,6,9679,9017,220,8902046.8
48819,75,90,2,2051,490,317,4887042.5
92649,31,77,8,6811,2656,429,9271774.1
42485,1,40,7,974,9553,426,4251851.7
65867,37,92,2,3054,4650,998,6593211.4
2372,41,5,1,8041,7294,736,241014.3
60514,46,35,1,9227,737,340,6059360.9
93564,16,66,10,4952,1906,325,9370487.9
40622,96,94,1,1930,1965,110,4071155.9
24490,36,87,6,837,7635,174,2452012.9
24386,69,71,6,7112,1654,202,2445795.7
83072,42,20,9,1269,7766,110,8312353.4
65741,88,78,3,2518,4878,925,6575564
48867,40,56,6,4212,1916,114,4889559.3
18148,96,39,5,9853,6154,438,1821559
20444,13,31,3,1925,1826,670,2049492.3
95591,85,43,9,3279,6968,970,9560516.3
46572,89,18,4,6035,7454,704,4658899.3
12849,48,21,5,5245,1313,844,1290147.1
21370,67,67,8,3278,3563,767,2142261.9
13131,22,46,7,2408,213,848,1321934.3
4489,54,2,2,9331,3527,205,453812.6
59286,77,95,3,2351,7161,943,5940315.1
38370,20,73,5,8712,9983,197,3840886.8
44479,4,19,3,2952,8911,676,4453151.1
27738,12,44,4,3734,5069,309,2780182.8
82680,89,27,7,1537,1290,112,8273795.7
52687,35,43,4,4554,5386,409,5271994.4
77043,22,83,6,6531,7762,814,7709349.3
58041,71,29,6,5539,5102,141,5810358.6
56147,70,100,7,4787,4,922,5621340.6
96006,26,17,7,8173,2607,541,9609774.3
92541,5,31,3,4079,5408,920,9255462.2
20978,10,86,5,3089,4185,698,2100765.6
9210,87,42,7,9184,1503,986,926256
87699,92,73,7,4147,7554,606,8777421
81260,66,3,5,152,6991,392,8127110.2
94015,33,99,5,6434,7269,600,9409921.2
33979,59,3,7,1716,1230,404,3402494.4
81065,95,80,4,4196,3559,161,8116681
61028,63,14,8,3484,1502,139,6104386.6
31419,80,6,3,8002,242,110,3147602.9
70080,72,98,7,9477,8862,686,7018061.4
58314,75,13,6,1428,3553,916,5836299.3
92128,90,100,9,7853,1524,177,9223230.9
61615,54,27,8,2206,1937,140,6162767.4
92722,79,73,3,38,1444,550,9283890.9
35755,7,20,4,9967,7178,611,3578043.3
59834,90,50,6,4468,7729,925,5992116.8
76297,88,69,4,8273,7875,877,7637924.3
89286,14,73,9,1496,2714,622,8933700.6
46367,47,84,8,4360,4624,144,4648492.7
7591,98,59,2,1337,6613,234,765416.6
37965,3,28,1,5926,3896,825,3799673
3155,53,16,7,9865,2992,150,323586.5
9845,75,82,8,950,5553,318,988800.2
6363,36,75,1,9446,7211,696,643101.3
77566,38,21,6,470,5118,244,7762684.9
99918,57,58,8,2482,3894,155,10002945
1108,66,24,8,9236,6895,145,112384
73867,99,84,5,8291,6323,243,7391147.9
3822,60,76,4,8829,1920,456,392397.9
85911,37,31,10,1914,2578,230,8598134.4
59582,69,79,5,1016,627,865,5965453.1
92522,39,20,1,1000,6563,176,9259875.5
71418,20,47,8,5273,3159,286,7147130.4
15975,97,80,1,7550,2211,912,1604852.1
26721,12,27,6,4362,8073,123,2676647.3
27230,14,73,5,708,6303,860,2730690
69664,73,66,10,4266,5174,778,6973278.9
59702,45,37,6,1500,4473,563,5979963.4
88079,30,9,6,122,4413,677,8810981.7
7464,5,5,10,6351,10,945,749433.7
36836,79,61,5,8320,8515,335,3690931.9
81118,43,60,7,1639,9062,727,8114549.1
21941,76,5,8,5310,9901,901,2202238.2
56509,59,68,4,4090,9805,584,5654739.9
2877,19,83,4,6884,4604,653,296378.5
5013,19,57,6,2804,7905,305,504173.9
14745,68,64,3,9747,103,824,1486405.3
36511,20,44,9,6784,8189,958,3652333.3
49953,75,38,9,699,258,794,5007612.1
65297,73,86,10,260,4175,910,6536489.7
9457,70,37,2,3606,5244,425,953108.4
14224,26,45,3,5175,5221,801,1433009.3
92860,28,2,2,4952,8232,473,9291439.8
82109,57,15,6,62,711,770,8215749
82907,81,14,6,2647,7051,300,8297847
85467,96,72,10,4319,8118,707,8552777.6
48861,27,56,9,4333,329,458,4890753.2
20851,89,33,10,2317,6358,677,2091090.4
54531,42,53,4,9925,4848,664,5456185.6
71923,67,27,9,4093,756,413,7196257.2
87018,37,79,7,2617,4999,777,8707002.5
82525,63,38,4,9388,7718,363,8258910.8
1562,77,72,8,9322,7211,304,161885.3
55877,30,22,4,6349,279,635,5589583.4
29392,42,45,7,299,2376,200,2944295.3
61067,81,39,5,5257,3215,377,6109873.8
92725,81,33,6,4903,8180,363,9283435.3
86614,65,63,6,1472,8750,919,8671187.6
85022,55,99,10,2977,602,734,8508095.2
95388,66,57,5,376,2277,692,9543098.8
389,28,34,7,3187,6618,294,43545
22254,94,46,7,3063,8385,653,2233861.1
17518,98,59,2,5802,1381,113,1760239.8
56997,84,93,5,2970,6724,425,5704164
76149,24,63,4,973,8688,168,7619731.9
26223,35,8,6,1084,7324,195,2630045.4
88914,11,67,7,7270,1670,692,8899500.5
53822,82,14,6,9755,6023,761,5383902.8
22451,88,30,9,4720,6177,943,2251128.9
51678,100,64,5,4890,6253,147,5175264.6
77383,8,34,2,4386,973,670,7746930.4
46018,47,11,2,6161,6233,124,4612424.3
43691,19,39,1,834,9044,222,4375504.3
55209,80,96,6,1168,7971,691,5532468.6
24052,85,6,6,7850,636,990,2410520.5
21482,43,38,8,5360,9520,271,2156342.1
34713,92,27,6,5767,6793,398,3475991
20395,11,24,1,5170,6902,381,2041658
2599,8,85,9,5566,1603,989,267488.4
81472,22,16,7,2042,3158,526,8157989.3
69945,5,77,8,8796,4073,924,6998212.4
61139,92,94,2,2336,1315,225,6127221.6
28899,6,20,9,8771,4815,907,2892484.7
23210,4,1,10,4166,9902,608,2321968.4
48670,25,53,8,1372,1478,755,4874367.5
60256,60,68,3,5123,1273,569,6033836.6
81902,38,85,8,885,854,514,8192941
22606,99,80,3,2718,961,776,2271736.8
56613,58,92,10,5219,1230,444,5673842
54822,84,12,9,9311,7673,459,5485078.6
46536,57,58,5,1768,1809,924,4660099.7
61502,77,75,10,6111,2465,258,6158082.9
42079,5,10,1,3385,5392,254,4213303.1
1693,30,38,1,2917,3696,714,174850.6
28617,20,65,9,6782,4850,666,2866340.5
94394,79,94,10,8167,7372,891,9441848.6
71714,82,53,1,8313,1169,288,7175059.6
28076,4,86,1,6596,8735,110,2819687.4
88642,66,83,3,2366,8134,950,8872635.1
99532,17,62,6,3158,7404,501,9954865.3
70707,70,68,8,7276,5926,859,7077984.1
68985,67,79,4,5004,1124,755,6910322.7
20469,43,77,4,3682,1403,809,2057093.3
64930,54,75,6,4584,7711,612,6510156.1
47275,91,86,1,5759,8084,768,4731933
88658,94,7,6,7508,1677,535,8869471.5
51476,97,97,9,1268,8350,330,5155902.7
15351,93,14,3,6441,9080,873,1539085.3
66990,11,3,4,8630,183,995,6708186.1
99338,73,88,1,7399,2750,867,9941123.7
18376,68,21,9,5904,6908,612,1842716.7
16214,65,56,9,9024,6518,882,1629077.5
42477,38,13,2,5380,6482,943,4252254.1
1331,73,94,3,5208,6983,591,135115.6
32433,33,71,5,5047,1109,318,3253892.9
16888,2,41,5,4516,6010,967,1694620.6
45206,39,12,8,2724,7920,615,4527173.4
77936,43,54,6,3782,4717,380,7799946.1
52324,70,36,6,487,47,690,5240655.9
94565,13,95,1,8133,5284,213,9463275.4
38273,17,26,3,1451,323,618,3832850.2
50109,35,13,2,7101,5819,846,5016997.5
1887,70,28,9,3200,4500,594,194035.5
43891,36,23,9,6242,2733,634,4394008.5
43621,28,62,9,9613,2783,902,4364041
93924,77,38,3,6396,4939,588,9396009.2
70589,78,7,5,4554,1871,739,7065959.9
15729,36,94,2,3260,8170,480,1575961.8
36849,25,52,4,1892,3709,678,3689400.8
68365,98,82,5,8576,5657,663,6841624.1
52478,20,22,6,9916,2688,428,5252648.2
67012,32,76,9,6796,7766,248,6707398.4
61335,61,13,4,2805,1332,104,6137391.8
3535,1,16,8,2341,9095,962,358689.5
79620,60,63,4,7652,820,150,7965223.9
53596,87,97,4,7636,6007,847,5369695
